,Age,Overall,Potential,Preferred Foot,Weak Foot,Skill Moves,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes,Name,Nationality
587,26,79,80,1,4.0,3.0,46.0,63.0,68.0,78.0,53.0,74.0,45.0,60.0,76.0,76.0,67.0,69.0,60.0,78.0,61.0,76.0,74.0,94.0,78.0,78.0,88.0,83.0,75.0,73.0,57.0,73.0,82.0,83.0,76.0,7.0,7.0,7.0,9.0,9.0,R. Battaglia,Argentina
588,24,79,84,1,4.0,4.0,66.0,81.0,54.0,78.0,80.0,85.0,68.0,65.0,62.0,82.0,84.0,79.0,83.0,79.0,75.0,82.0,59.0,68.0,68.0,79.0,55.0,39.0,79.0,74.0,75.0,67.0,39.0,48.0,39.0,8.0,12.0,10.0,10.0,9.0,M. Philipp,Germany
589,21,79,86,1,4.0,4.0,66.0,70.0,53.0,72.0,59.0,87.0,70.0,46.0,68.0,81.0,92.0,92.0,93.0,78.0,87.0,80.0,68.0,74.0,66.0,70.0,36.0,15.0,74.0,70.0,47.0,72.0,26.0,16.0,22.0,10.0,9.0,12.0,7.0,7.0,A. Saint-Maximin,France
590,26,79,81,1,3.0,3.0,81.0,59.0,69.0,74.0,69.0,76.0,74.0,59.0,68.0,74.0,74.0,79.0,72.0,76.0,73.0,75.0,67.0,87.0,68.0,72.0,75.0,76.0,71.0,64.0,59.0,73.0,76.0,78.0,79.0,11.0,9.0,8.0,6.0,11.0,D. Zappacosta,Italy
591,25,79,82,1,3.0,3.0,48.0,84.0,81.0,69.0,76.0,75.0,49.0,43.0,48.0,79.0,71.0,73.0,72.0,71.0,71.0,75.0,90.0,71.0,78.0,62.0,72.0,22.0,85.0,65.0,75.0,74.0,22.0,27.0,20.0,8.0,15.0,7.0,15.0,15.0,L. Alario,Argentina
592,28,79,79,1,5.0,3.0,61.0,86.0,76.0,67.0,71.0,71.0,67.0,60.0,65.0,74.0,78.0,84.0,77.0,74.0,71.0,81.0,87.0,77.0,76.0,80.0,66.0,28.0,82.0,69.0,72.0,78.0,50.0,25.0,25.0,10.0,14.0,12.0,8.0,11.0,D. Benedetto,Argentina
593,28,79,80,1,3.0,3.0,58.0,48.0,73.0,80.0,49.0,69.0,59.0,60.0,83.0,73.0,54.0,34.0,60.0,79.0,57.0,73.0,35.0,86.0,85.0,66.0,84.0,76.0,56.0,69.0,59.0,76.0,74.0,80.0,71.0,16.0,11.0,12.0,16.0,10.0,I. Marcone,Argentina
594,22,79,84,1,3.0,3.0,69.0,40.0,71.0,78.0,45.0,74.0,62.0,60.0,74.0,76.0,76.0,85.0,68.0,76.0,66.0,78.0,77.0,83.0,83.0,71.0,85.0,79.0,63.0,72.0,40.0,72.0,79.0,80.0,71.0,11.0,13.0,8.0,14.0,10.0,J. Gbamin,Ivory Coast
595,23,79,84,1,4.0,3.0,66.0,56.0,65.0,78.0,56.0,69.0,66.0,65.0,74.0,77.0,74.0,76.0,75.0,72.0,76.0,82.0,84.0,90.0,76.0,75.0,83.0,80.0,58.0,68.0,58.0,63.0,78.0,81.0,81.0,16.0,14.0,11.0,7.0,9.0,J. Lerma,Colombia
596,23,79,84,1,4.0,3.0,77.0,74.0,51.0,76.0,82.0,80.0,78.0,70.0,69.0,81.0,78.0,75.0,85.0,81.0,85.0,78.0,62.0,80.0,45.0,71.0,64.0,55.0,81.0,76.0,71.0,69.0,32.0,44.0,35.0,7.0,9.0,10.0,8.0,13.0,Ricardo Horta,Portugal
597,24,79,86,1,3.0,4.0,69.0,65.0,70.0,81.0,55.0,82.0,65.0,65.0,79.0,82.0,74.0,78.0,70.0,79.0,65.0,65.0,63.0,90.0,63.0,67.0,70.0,75.0,64.0,72.0,57.0,77.0,81.0,79.0,76.0,10.0,8.0,13.0,15.0,9.0,R. Zobnin,Russia
598,22,79,83,1,4.0,4.0,74.0,63.0,37.0,85.0,60.0,84.0,74.0,69.0,75.0,82.0,76.0,60.0,89.0,79.0,90.0,45.0,60.0,83.0,52.0,60.0,80.0,72.0,72.0,80.0,60.0,78.0,71.0,66.0,62.0,8.0,12.0,13.0,11.0,14.0,M. Meyer,Germany
599,23,79,83,1,4.0,4.0,72.0,71.0,53.0,75.0,60.0,87.0,77.0,70.0,60.0,83.0,94.0,89.0,93.0,75.0,90.0,81.0,73.0,77.0,54.0,73.0,64.0,38.0,74.0,70.0,71.0,72.0,26.0,27.0,28.0,11.0,13.0,8.0,12.0,8.0,Bruma,Portugal
600,25,79,81,1,3.0,4.0,71.0,72.0,61.0,68.0,60.0,86.0,68.0,73.0,66.0,80.0,91.0,89.0,89.0,75.0,88.0,68.0,60.0,91.0,53.0,70.0,63.0,38.0,70.0,76.0,67.0,75.0,28.0,37.0,38.0,7.0,6.0,7.0,11.0,8.0,R. Centurión,Argentina
601,24,79,83,1,3.0,3.0,77.0,34.0,70.0,73.0,44.0,73.0,60.0,54.0,59.0,76.0,77.0,78.0,72.0,71.0,78.0,66.0,75.0,83.0,64.0,45.0,82.0,80.0,53.0,55.0,46.0,70.0,77.0,79.0,82.0,7.0,10.0,12.0,10.0,6.0,Jonny,Spain
602,23,79,85,1,3.0,4.0,78.0,67.0,56.0,77.0,63.0,84.0,74.0,72.0,74.0,83.0,76.0,74.0,86.0,80.0,82.0,67.0,57.0,68.0,54.0,68.0,73.0,46.0,76.0,79.0,72.0,80.0,52.0,41.0,27.0,11.0,12.0,9.0,10.0,15.0,Otávio,Brazil
603,25,79,80,1,4.0,3.0,81.0,69.0,40.0,79.0,62.0,80.0,69.0,71.0,71.0,79.0,78.0,76.0,78.0,79.0,77.0,68.0,61.0,81.0,56.0,68.0,43.0,47.0,78.0,77.0,70.0,68.0,49.0,44.0,40.0,6.0,6.0,10.0,10.0,10.0,J. Hofmann,Germany
604,23,79,84,0,3.0,2.0,63.0,45.0,74.0,77.0,52.0,67.0,62.0,59.0,73.0,73.0,75.0,74.0,68.0,79.0,69.0,63.0,86.0,73.0,75.0,56.0,72.0,78.0,53.0,65.0,48.0,72.0,79.0,81.0,80.0,10.0,7.0,7.0,16.0,10.0,N. Aké,Netherlands
605,28,79,79,0,3.0,3.0,79.0,55.0,71.0,78.0,51.0,74.0,65.0,65.0,74.0,77.0,75.0,77.0,67.0,80.0,67.0,69.0,66.0,82.0,76.0,61.0,71.0,81.0,62.0,72.0,65.0,78.0,76.0,79.0,79.0,9.0,10.0,10.0,12.0,14.0,J. Hector,Germany
606,25,79,82,0,2.0,3.0,77.0,59.0,74.0,76.0,48.0,73.0,43.0,25.0,53.0,74.0,68.0,75.0,49.0,77.0,55.0,82.0,76.0,79.0,90.0,58.0,93.0,73.0,66.0,60.0,44.0,72.0,73.0,81.0,80.0,15.0,9.0,16.0,7.0,9.0,S. Kolašinac,Bosnia Herzegovina
607,28,79,79,1,3.0,3.0,62.0,59.0,68.0,80.0,62.0,70.0,66.0,54.0,75.0,76.0,62.0,53.0,62.0,72.0,44.0,69.0,74.0,89.0,80.0,65.0,87.0,80.0,67.0,71.0,60.0,77.0,75.0,80.0,76.0,7.0,12.0,16.0,15.0,7.0,G. Pizarro,Argentina
608,27,79,80,1,3.0,3.0,66.0,82.0,72.0,72.0,78.0,76.0,48.0,46.0,52.0,76.0,78.0,79.0,78.0,75.0,78.0,80.0,75.0,72.0,74.0,72.0,65.0,35.0,83.0,65.0,80.0,70.0,44.0,36.0,31.0,15.0,13.0,15.0,14.0,8.0,Roger,Spain
609,24,79,83,1,3.0,1.0,17.0,14.0,11.0,28.0,15.0,14.0,24.0,20.0,26.0,12.0,48.0,46.0,62.0,76.0,43.0,19.0,63.0,36.0,54.0,12.0,27.0,19.0,11.0,53.0,24.0,60.0,16.0,11.0,11.0,77.0,78.0,77.0,79.0,81.0,Sergio Rico,Spain
610,27,79,81,1,2.0,2.0,66.0,54.0,75.0,79.0,50.0,62.0,71.0,78.0,75.0,74.0,53.0,59.0,58.0,77.0,58.0,79.0,62.0,86.0,82.0,72.0,88.0,79.0,66.0,73.0,87.0,73.0,78.0,76.0,72.0,13.0,9.0,16.0,6.0,12.0,L. Milivojević,Serbia
611,26,79,82,1,3.0,4.0,74.0,67.0,64.0,82.0,73.0,80.0,79.0,73.0,78.0,83.0,75.0,69.0,79.0,75.0,75.0,76.0,69.0,75.0,67.0,81.0,65.0,68.0,75.0,80.0,71.0,74.0,67.0,65.0,63.0,11.0,12.0,13.0,7.0,6.0,D. Baselli,Italy
612,23,79,83,0,2.0,2.0,43.0,33.0,78.0,75.0,35.0,57.0,35.0,35.0,68.0,67.0,66.0,69.0,65.0,76.0,64.0,60.0,77.0,70.0,80.0,31.0,85.0,74.0,41.0,57.0,41.0,71.0,78.0,81.0,85.0,9.0,9.0,14.0,14.0,9.0,K. Rekik,Netherlands
613,24,79,86,1,3.0,3.0,77.0,72.0,44.0,82.0,68.0,83.0,82.0,70.0,78.0,84.0,77.0,77.0,82.0,82.0,76.0,75.0,58.0,72.0,57.0,73.0,47.0,62.0,76.0,81.0,63.0,70.0,69.0,59.0,42.0,10.0,14.0,10.0,7.0,7.0,Denis Suárez,Spain
614,25,79,81,1,3.0,2.0,38.0,38.0,83.0,66.0,33.0,53.0,28.0,32.0,56.0,58.0,51.0,53.0,48.0,74.0,56.0,37.0,90.0,67.0,85.0,29.0,79.0,77.0,34.0,42.0,41.0,68.0,76.0,83.0,77.0,15.0,12.0,15.0,10.0,6.0,W. Orban,Hungary
615,27,79,80,0,3.0,3.0,79.0,27.0,60.0,76.0,53.0,79.0,68.0,66.0,72.0,76.0,88.0,83.0,88.0,78.0,89.0,69.0,92.0,91.0,54.0,73.0,73.0,77.0,59.0,64.0,60.0,73.0,71.0,76.0,76.0,13.0,5.0,9.0,8.0,14.0,Mário Rui,Portugal
616,27,79,80,0,2.0,2.0,51.0,42.0,73.0,71.0,37.0,53.0,72.0,51.0,81.0,68.0,71.0,74.0,67.0,75.0,64.0,81.0,90.0,71.0,78.0,74.0,84.0,81.0,48.0,46.0,39.0,69.0,75.0,80.0,83.0,12.0,16.0,11.0,13.0,11.0,Iñigo Martínez,Spain
617,23,79,83,1,3.0,2.0,49.0,47.0,77.0,63.0,47.0,50.0,60.0,59.0,60.0,63.0,60.0,70.0,45.0,74.0,52.0,63.0,89.0,63.0,91.0,49.0,83.0,78.0,53.0,59.0,59.0,67.0,77.0,78.0,79.0,14.0,14.0,7.0,9.0,15.0,K. Zouma,France
618,29,79,79,1,3.0,3.0,67.0,65.0,32.0,82.0,34.0,74.0,46.0,48.0,77.0,79.0,74.0,75.0,76.0,76.0,89.0,63.0,77.0,88.0,69.0,54.0,89.0,78.0,64.0,74.0,42.0,83.0,75.0,75.0,76.0,15.0,8.0,7.0,11.0,9.0,Roque Mesa,Spain
619,25,79,84,0,3.0,2.0,36.0,39.0,82.0,73.0,32.0,65.0,30.0,28.0,72.0,64.0,66.0,76.0,57.0,73.0,51.0,50.0,72.0,61.0,84.0,29.0,75.0,77.0,40.0,57.0,45.0,81.0,79.0,81.0,76.0,8.0,7.0,10.0,9.0,10.0,J. Brooks,United States
620,25,79,83,1,3.0,1.0,14.0,18.0,14.0,38.0,14.0,16.0,12.0,14.0,41.0,23.0,55.0,54.0,51.0,75.0,43.0,20.0,74.0,36.0,64.0,16.0,21.0,13.0,8.0,50.0,19.0,60.0,9.0,11.0,13.0,82.0,74.0,78.0,76.0,82.0,L. Karius,Germany
621,27,79,80,0,4.0,4.0,45.0,74.0,83.0,67.0,75.0,80.0,66.0,54.0,44.0,81.0,80.0,81.0,64.0,80.0,61.0,79.0,92.0,68.0,83.0,64.0,76.0,29.0,78.0,75.0,75.0,72.0,36.0,19.0,24.0,8.0,11.0,16.0,10.0,14.0,Zé Luís,Cape Verde
622,25,79,81,1,3.0,3.0,63.0,77.0,74.0,81.0,82.0,72.0,62.0,44.0,75.0,80.0,71.0,64.0,67.0,78.0,64.0,78.0,72.0,83.0,69.0,77.0,77.0,67.0,80.0,78.0,75.0,83.0,63.0,72.0,61.0,12.0,6.0,13.0,16.0,10.0,D. Klaassen,Netherlands
623,23,79,85,1,4.0,4.0,75.0,72.0,64.0,82.0,74.0,80.0,73.0,64.0,75.0,78.0,87.0,78.0,84.0,72.0,82.0,76.0,81.0,88.0,62.0,70.0,49.0,36.0,71.0,73.0,64.0,72.0,40.0,31.0,44.0,12.0,7.0,8.0,7.0,13.0,M. Elyounoussi,Norway
624,24,79,82,1,4.0,4.0,73.0,65.0,45.0,79.0,66.0,84.0,77.0,70.0,72.0,80.0,90.0,79.0,92.0,76.0,90.0,70.0,72.0,78.0,48.0,62.0,72.0,52.0,70.0,75.0,61.0,72.0,56.0,55.0,55.0,15.0,11.0,6.0,14.0,16.0,L. Bittencourt,Germany
625,24,79,83,1,3.0,4.0,68.0,59.0,52.0,84.0,54.0,76.0,69.0,58.0,81.0,81.0,58.0,45.0,75.0,76.0,77.0,74.0,48.0,70.0,68.0,69.0,71.0,69.0,75.0,83.0,55.0,81.0,62.0,68.0,69.0,7.0,10.0,6.0,14.0,6.0,Sergi Darder,Spain
626,25,79,84,0,3.0,3.0,77.0,64.0,69.0,74.0,57.0,77.0,75.0,56.0,69.0,77.0,87.0,85.0,77.0,73.0,78.0,73.0,73.0,84.0,77.0,65.0,75.0,76.0,71.0,71.0,51.0,72.0,72.0,80.0,78.0,9.0,7.0,13.0,8.0,15.0,J. Roussillon,France
627,26,79,80,1,4.0,3.0,71.0,26.0,57.0,82.0,48.0,73.0,65.0,62.0,79.0,77.0,68.0,53.0,88.0,76.0,85.0,64.0,79.0,93.0,67.0,30.0,82.0,79.0,67.0,70.0,58.0,74.0,74.0,77.0,73.0,14.0,10.0,14.0,12.0,9.0,D. Demme,Germany
628,26,79,80,1,3.0,2.0,60.0,46.0,73.0,68.0,49.0,60.0,45.0,36.0,80.0,66.0,68.0,69.0,65.0,78.0,61.0,72.0,68.0,72.0,78.0,77.0,78.0,84.0,61.0,71.0,42.0,74.0,80.0,82.0,76.0,13.0,7.0,16.0,13.0,7.0,J. Gouweleeuw,Netherlands
629,28,79,79,0,2.0,3.0,74.0,50.0,79.0,72.0,48.0,64.0,67.0,57.0,73.0,67.0,68.0,69.0,68.0,74.0,63.0,80.0,82.0,68.0,77.0,63.0,92.0,77.0,57.0,57.0,64.0,73.0,76.0,81.0,79.0,7.0,8.0,12.0,15.0,10.0,M. Rojo,Argentina
630,25,79,84,1,3.0,3.0,74.0,66.0,54.0,84.0,68.0,76.0,70.0,76.0,79.0,79.0,72.0,66.0,76.0,79.0,76.0,76.0,69.0,79.0,68.0,74.0,72.0,76.0,72.0,78.0,78.0,80.0,69.0,76.0,72.0,9.0,10.0,11.0,8.0,9.0,J. Veretout,France
631,25,79,82,0,3.0,4.0,79.0,73.0,75.0,80.0,61.0,76.0,73.0,53.0,72.0,80.0,79.0,74.0,75.0,80.0,72.0,69.0,82.0,79.0,72.0,67.0,75.0,76.0,76.0,75.0,54.0,76.0,72.0,77.0,79.0,14.0,10.0,7.0,9.0,15.0,L. Kurzawa,France
632,27,79,79,0,3.0,4.0,74.0,74.0,57.0,81.0,71.0,80.0,79.0,77.0,77.0,81.0,70.0,69.0,78.0,76.0,73.0,77.0,66.0,62.0,53.0,76.0,69.0,32.0,75.0,80.0,73.0,77.0,30.0,45.0,39.0,14.0,15.0,7.0,7.0,8.0,G. Ramírez,Uruguay
633,28,79,79,1,3.0,2.0,53.0,65.0,74.0,79.0,56.0,64.0,48.0,46.0,64.0,76.0,57.0,59.0,51.0,72.0,55.0,77.0,74.0,75.0,84.0,64.0,78.0,80.0,59.0,68.0,50.0,67.0,77.0,82.0,76.0,9.0,12.0,7.0,11.0,15.0,David López,Spain
634,32,79,79,1,3.0,1.0,13.0,15.0,15.0,37.0,11.0,16.0,11.0,11.0,37.0,19.0,50.0,47.0,59.0,74.0,42.0,14.0,63.0,42.0,73.0,12.0,33.0,26.0,13.0,48.0,16.0,45.0,12.0,15.0,12.0,80.0,76.0,75.0,79.0,82.0,C. Tătăruşanu,Romania
635,26,79,82,1,3.0,2.0,78.0,41.0,84.0,78.0,36.0,64.0,67.0,49.0,73.0,73.0,65.0,66.0,77.0,76.0,65.0,52.0,82.0,69.0,74.0,49.0,69.0,80.0,67.0,68.0,35.0,74.0,78.0,79.0,84.0,15.0,16.0,9.0,10.0,14.0,A. Mandi,Algeria
636,25,79,80,1,4.0,3.0,78.0,62.0,72.0,79.0,42.0,77.0,77.0,73.0,73.0,78.0,78.0,79.0,70.0,75.0,69.0,69.0,83.0,91.0,75.0,68.0,76.0,75.0,75.0,69.0,43.0,75.0,72.0,76.0,77.0,10.0,16.0,9.0,12.0,7.0,D. Sidibé,France
637,28,79,79,1,3.0,4.0,75.0,76.0,43.0,77.0,67.0,82.0,83.0,80.0,74.0,81.0,89.0,79.0,83.0,77.0,78.0,76.0,62.0,68.0,63.0,77.0,52.0,37.0,76.0,74.0,75.0,74.0,25.0,30.0,27.0,5.0,11.0,15.0,9.0,9.0,Y. Konoplyanka,Ukraine
638,26,79,80,0,3.0,3.0,79.0,75.0,48.0,76.0,74.0,82.0,86.0,74.0,76.0,82.0,80.0,75.0,82.0,76.0,70.0,82.0,53.0,72.0,58.0,83.0,63.0,37.0,75.0,76.0,70.0,73.0,34.0,36.0,30.0,9.0,11.0,7.0,7.0,15.0,S. Berghuis,Netherlands
639,25,79,81,1,5.0,4.0,71.0,74.0,73.0,84.0,70.0,77.0,75.0,78.0,80.0,83.0,45.0,55.0,56.0,80.0,58.0,74.0,47.0,91.0,76.0,75.0,45.0,69.0,81.0,83.0,66.0,80.0,70.0,53.0,32.0,13.0,6.0,9.0,15.0,11.0,H. Vanaken,Belgium
640,25,79,82,1,3.0,3.0,73.0,73.0,65.0,82.0,58.0,77.0,81.0,78.0,81.0,81.0,65.0,61.0,67.0,74.0,75.0,75.0,57.0,76.0,73.0,76.0,66.0,73.0,68.0,80.0,69.0,80.0,75.0,75.0,69.0,8.0,11.0,6.0,7.0,10.0,Campaña,Spain
641,25,79,80,1,4.0,3.0,71.0,76.0,74.0,83.0,74.0,75.0,66.0,69.0,79.0,80.0,62.0,69.0,71.0,77.0,59.0,79.0,74.0,76.0,71.0,76.0,69.0,63.0,78.0,77.0,84.0,84.0,71.0,73.0,68.0,7.0,11.0,13.0,13.0,14.0,M. van Ginkel,Netherlands
642,31,79,79,1,3.0,4.0,77.0,79.0,56.0,76.0,65.0,80.0,82.0,80.0,67.0,80.0,74.0,70.0,82.0,84.0,81.0,74.0,66.0,70.0,63.0,81.0,73.0,50.0,81.0,79.0,74.0,82.0,49.0,39.0,27.0,10.0,15.0,12.0,8.0,8.0,Nolito,Spain
643,24,79,82,0,3.0,4.0,65.0,80.0,71.0,77.0,70.0,75.0,83.0,78.0,69.0,78.0,65.0,68.0,67.0,78.0,52.0,84.0,50.0,69.0,79.0,81.0,58.0,33.0,78.0,73.0,64.0,65.0,36.0,40.0,38.0,10.0,6.0,9.0,16.0,6.0,M. Gregoritsch,Austria
644,28,79,79,1,4.0,3.0,79.0,79.0,47.0,77.0,75.0,82.0,85.0,81.0,78.0,81.0,79.0,77.0,79.0,75.0,78.0,83.0,66.0,68.0,66.0,79.0,63.0,45.0,78.0,80.0,65.0,67.0,73.0,58.0,55.0,14.0,8.0,13.0,7.0,11.0,Ibai Gómez,Spain
645,26,79,80,1,4.0,3.0,74.0,61.0,69.0,77.0,72.0,73.0,76.0,76.0,69.0,79.0,73.0,76.0,70.0,79.0,65.0,85.0,74.0,82.0,76.0,74.0,75.0,81.0,75.0,64.0,67.0,69.0,78.0,77.0,78.0,14.0,5.0,15.0,14.0,5.0,Danilo,Brazil
646,24,79,82,1,5.0,4.0,65.0,68.0,65.0,82.0,61.0,85.0,68.0,70.0,78.0,84.0,69.0,70.0,66.0,74.0,58.0,81.0,62.0,69.0,77.0,80.0,74.0,45.0,71.0,79.0,65.0,80.0,54.0,58.0,51.0,9.0,14.0,12.0,6.0,10.0,R. Barkley,England
647,26,79,81,1,4.0,1.0,23.0,11.0,14.0,40.0,15.0,13.0,23.0,12.0,45.0,24.0,53.0,52.0,53.0,73.0,50.0,35.0,78.0,34.0,68.0,18.0,36.0,23.0,10.0,68.0,25.0,64.0,10.0,20.0,17.0,81.0,74.0,82.0,78.0,83.0,M. Ryan,Australia
648,29,79,79,1,4.0,4.0,41.0,82.0,76.0,72.0,81.0,77.0,73.0,64.0,34.0,78.0,76.0,75.0,81.0,77.0,75.0,78.0,77.0,73.0,68.0,79.0,71.0,35.0,80.0,61.0,75.0,78.0,55.0,33.0,21.0,9.0,8.0,9.0,11.0,12.0,Sergio León,Spain
649,27,79,79,1,4.0,2.0,45.0,50.0,72.0,77.0,40.0,66.0,42.0,43.0,79.0,76.0,65.0,63.0,67.0,78.0,65.0,65.0,73.0,76.0,76.0,62.0,78.0,81.0,60.0,74.0,50.0,80.0,83.0,80.0,75.0,8.0,13.0,11.0,15.0,15.0,B. Stambouli,France
650,27,79,80,1,3.0,2.0,52.0,49.0,85.0,78.0,49.0,67.0,42.0,53.0,75.0,73.0,65.0,72.0,53.0,79.0,50.0,78.0,76.0,77.0,82.0,66.0,81.0,83.0,63.0,65.0,50.0,74.0,80.0,79.0,82.0,14.0,8.0,14.0,10.0,15.0,J. Guilavogui,France
651,26,79,82,1,3.0,3.0,76.0,67.0,64.0,81.0,73.0,77.0,73.0,80.0,79.0,80.0,62.0,56.0,66.0,74.0,67.0,87.0,56.0,74.0,65.0,87.0,70.0,72.0,72.0,81.0,74.0,76.0,71.0,69.0,46.0,9.0,9.0,11.0,11.0,10.0,Sérgio Oliveira,Portugal
652,30,79,79,1,4.0,3.0,83.0,72.0,65.0,78.0,68.0,81.0,80.0,61.0,70.0,80.0,77.0,78.0,76.0,79.0,74.0,78.0,76.0,85.0,70.0,81.0,74.0,76.0,75.0,77.0,83.0,76.0,70.0,72.0,68.0,12.0,10.0,13.0,6.0,14.0,D. Caligiuri,Italy
653,26,79,81,1,3.0,4.0,52.0,83.0,73.0,71.0,69.0,74.0,63.0,45.0,60.0,77.0,87.0,89.0,74.0,74.0,74.0,76.0,65.0,72.0,75.0,66.0,73.0,40.0,82.0,71.0,75.0,78.0,29.0,39.0,25.0,10.0,15.0,8.0,10.0,6.0,C. Wilson,England
654,26,79,80,1,3.0,2.0,60.0,44.0,78.0,73.0,49.0,59.0,38.0,35.0,67.0,64.0,54.0,59.0,52.0,77.0,59.0,68.0,82.0,64.0,79.0,59.0,86.0,80.0,42.0,54.0,55.0,68.0,76.0,81.0,82.0,10.0,8.0,6.0,16.0,11.0,P. Jones,England
655,27,79,79,1,3.0,3.0,70.0,77.0,53.0,82.0,59.0,80.0,67.0,54.0,80.0,81.0,81.0,77.0,75.0,72.0,77.0,67.0,72.0,67.0,67.0,78.0,52.0,66.0,77.0,79.0,62.0,61.0,45.0,72.0,59.0,9.0,13.0,13.0,12.0,16.0,Borja García,Spain
656,28,79,79,1,4.0,4.0,79.0,74.0,67.0,78.0,69.0,84.0,78.0,78.0,76.0,83.0,75.0,72.0,85.0,79.0,78.0,78.0,77.0,84.0,63.0,79.0,75.0,66.0,70.0,78.0,80.0,72.0,50.0,54.0,55.0,15.0,16.0,11.0,6.0,16.0,Y. Belhanda,Morocco
657,27,79,81,1,3.0,2.0,40.0,48.0,82.0,64.0,40.0,54.0,46.0,25.0,58.0,66.0,52.0,52.0,34.0,77.0,48.0,54.0,84.0,55.0,77.0,50.0,82.0,80.0,50.0,22.0,35.0,72.0,78.0,82.0,78.0,7.0,9.0,13.0,10.0,15.0,G. Pezzella,Argentina
658,30,79,79,0,3.0,3.0,80.0,53.0,68.0,79.0,38.0,69.0,67.0,59.0,65.0,78.0,79.0,81.0,76.0,69.0,78.0,75.0,73.0,78.0,63.0,62.0,85.0,80.0,66.0,57.0,56.0,69.0,76.0,78.0,79.0,10.0,11.0,16.0,10.0,14.0,Jaume Costa,Spain
659,27,79,80,1,4.0,3.0,64.0,79.0,82.0,72.0,74.0,75.0,72.0,73.0,60.0,78.0,72.0,75.0,73.0,80.0,66.0,83.0,80.0,73.0,74.0,75.0,75.0,31.0,81.0,61.0,82.0,77.0,33.0,34.0,15.0,12.0,14.0,12.0,12.0,9.0,C. Tosun,Turkey
660,28,79,79,0,2.0,3.0,81.0,56.0,68.0,77.0,51.0,68.0,69.0,69.0,77.0,75.0,72.0,77.0,74.0,78.0,77.0,81.0,74.0,83.0,69.0,63.0,75.0,81.0,63.0,56.0,66.0,69.0,80.0,76.0,81.0,9.0,15.0,7.0,13.0,14.0,Escudero,Spain
661,28,79,79,1,4.0,3.0,53.0,80.0,80.0,70.0,81.0,75.0,42.0,46.0,49.0,80.0,65.0,71.0,65.0,75.0,54.0,82.0,74.0,71.0,79.0,75.0,71.0,37.0,79.0,65.0,70.0,63.0,35.0,34.0,21.0,7.0,9.0,8.0,13.0,13.0,Kike García,Spain
662,28,79,79,1,4.0,4.0,67.0,75.0,79.0,75.0,76.0,76.0,76.0,80.0,66.0,77.0,86.0,76.0,77.0,75.0,74.0,86.0,76.0,79.0,77.0,72.0,68.0,56.0,77.0,78.0,85.0,76.0,30.0,57.0,35.0,9.0,16.0,7.0,8.0,7.0,Elkeson,Brazil
663,27,79,80,1,4.0,4.0,73.0,77.0,76.0,81.0,74.0,78.0,70.0,66.0,74.0,81.0,80.0,77.0,72.0,76.0,80.0,76.0,66.0,75.0,65.0,74.0,61.0,33.0,83.0,77.0,72.0,75.0,37.0,41.0,34.0,9.0,14.0,8.0,8.0,7.0,Ricardo Goulart,Brazil
664,27,79,79,0,4.0,4.0,82.0,70.0,64.0,78.0,72.0,81.0,79.0,77.0,75.0,79.0,79.0,77.0,76.0,77.0,76.0,84.0,78.0,78.0,70.0,74.0,66.0,58.0,74.0,79.0,70.0,79.0,58.0,59.0,49.0,7.0,6.0,14.0,10.0,8.0,J. Guðmundsson,Iceland
665,27,79,80,1,2.0,3.0,78.0,54.0,68.0,75.0,45.0,76.0,64.0,39.0,66.0,78.0,77.0,78.0,79.0,75.0,75.0,74.0,69.0,76.0,67.0,69.0,76.0,79.0,72.0,64.0,46.0,75.0,78.0,81.0,82.0,10.0,11.0,13.0,15.0,7.0,N. Clyne,England
666,30,79,79,1,3.0,1.0,12.0,27.0,18.0,29.0,26.0,13.0,15.0,17.0,25.0,17.0,41.0,46.0,41.0,72.0,31.0,38.0,67.0,39.0,78.0,12.0,25.0,23.0,8.0,15.0,22.0,42.0,13.0,15.0,14.0,81.0,80.0,63.0,79.0,81.0,M. Hitz,Switzerland
667,29,79,79,1,3.0,4.0,77.0,59.0,59.0,75.0,57.0,75.0,77.0,53.0,69.0,78.0,79.0,89.0,76.0,80.0,74.0,73.0,78.0,93.0,73.0,56.0,77.0,76.0,78.0,66.0,55.0,75.0,69.0,76.0,75.0,8.0,6.0,13.0,15.0,9.0,De Marcos,Spain
668,28,79,79,0,3.0,2.0,63.0,30.0,79.0,63.0,29.0,63.0,45.0,31.0,61.0,65.0,62.0,63.0,63.0,75.0,70.0,60.0,93.0,70.0,82.0,39.0,82.0,79.0,38.0,60.0,36.0,74.0,79.0,81.0,80.0,15.0,7.0,12.0,10.0,14.0,B. Mee,England
669,27,79,79,1,3.0,4.0,77.0,53.0,64.0,77.0,59.0,80.0,77.0,51.0,70.0,78.0,84.0,78.0,79.0,80.0,83.0,72.0,82.0,82.0,73.0,62.0,85.0,79.0,79.0,72.0,58.0,76.0,73.0,77.0,77.0,14.0,7.0,6.0,12.0,8.0,Rafael,Brazil
